channel,well,adapter,collinear_confidence,conductance,conductance_filtered_data,event,experiment_tag,flow_cell_id,group_1_adjusted_offset_0mv_pa,group_1_adjusted_offset_0mv_std,group_1_offset_voltage_mv,group_order,include_well,initial_0mv_current_pa,initial_0mv_current_std,initial_current_0_pa,initial_current_1_pa,initial_current_2_pa,initial_voltage_0_mv,initial_voltage_1_mv,initial_voltage_2_mv,intercept,intercept_adjusted_0mv_current_pa,intercept_adjusted_0mv_current_std,meas_cap,meas_res,multiple,mux_scan_assessment,mux_uncertain,pore,pore_1,pore_median,pore_sd,previous_offset,reserve_pore_intercept_median_mv,scan_number,scan_offset_voltage_mv,scan_running_voltage_mv,sd_cap,seconds_since_start_of_run,short_strand,strand,strand2,strand_median_pa,strand_range_pa,strand_sd_pa,total_good_samples,total_time_active,transition,triangle_ratio,unavailable,unclassed,unknown_negative,unknown_positive,zero
65,4,3653,4.26,0.899,True,149,LIS14-11-24,PBG11294,5.957,0.496,15,2,1,16.814,0.628,41.016,49.791,58.992,-30,-40,-50,15.545,5.898,0.499,4.93,1.15,0,single_pore,0,10717,1672,212.02,0.92,0,15.28,1,15,-175,10.38,7,36426,0,0,,,,50945,0.0,0,5.99,0,0,0,356,0
66,1,4104,,,False,646,LIS14-11-24,PBG11294,9.522,0.647,15,0,0,,,,,,-30,-40,-50,,8.895,0.689,12.35,0.8,7291,multiple,0,1442,31716,234.76,2.05,0,15.28,1,15,-175,17.98,7,0,0,4002,,,,0,0.0,0,2.74,0,0,0,5373,0
66,2,2291,1.07,0.922,True,161,LIS14-11-24,PBG11294,5.426,0.73,15,3,1,16.345,0.935,40.737,49.906,59.182,-30,-40,-50,14.151,5.441,0.674,4.88,1.14,0,single_pore,0,5093,492,215.63,1.07,0,15.28,1,15,-175,10.35,7,39867,7317,0,110.25,62.2,1.95,54729,0.0,0,6.16,0,0,0,0,309
66,3,1984,2.08,0.891,True,73,LIS14-11-24,PBG11294,5.164,0.466,15,1,1,15.951,0.646,40.103,48.905,57.915,-30,-40,-50,14.988,5.112,0.478,4.38,1.15,0,single_pore,0,15641,237,212.2,0.9,0,15.28,1,15,-175,10.12,7,36764,0,0,,,,54462,0.0,0,5.7,0,0,0,95,0
66,4,4177,3.37,0.918,True,163,LIS14-11-24,PBG11294,5.595,0.539,15,2,1,16.692,0.54,40.944,49.955,59.303,-30,-40,-50,14.536,5.585,0.492,5.56,1.14,0,single_pore,0,12281,1226,214.01,0.93,0,15.28,1,15,-175,10.74,7,33910,0,0,,,,50531,0.0,0,5.36,3027,0,0,32,0
67,1,4546,3.8,0.901,True,126,LIS14-11-24,PBG11294,5.522,0.542,15,2,1,16.302,0.624,40.524,49.347,58.55,-30,-40,-50,14.883,5.499,0.54,4.52,1.15,0,single_pore,0,17250,174,212.59,0.94,0,15.28,1,15,-175,10.14,7,9564,0,0,,,,31486,0.0,0,6.15,19259,0,0,4294,0
67,2,949,4.14,0.904,True,27,LIS14-11-24,PBG11294,5.538,0.518,15,3,1,16.208,0.674,40.355,49.188,58.435,-30,-40,-50,14.555,5.39,0.565,4.2,1.16,0,single_pore,0,2799,609,212.81,0.93,0,15.28,1,15,-175,9.98,7,50769,0,0,,,,54544,0.0,0,5.25,0,0,0,0,0
67,3,919,-2.74,0.867,True,29,LIS14-11-24,PBG11294,4.682,0.717,15,1,1,15.155,1.061,39.292,48.101,56.636,-30,-40,-50,15.357,4.653,0.722,4.46,1.15,0,single_pore,0,241,5113,203.72,2.57,0,15.28,1,15,-175,10.23,7,49262,0,0,,,,50451,0.0,0,5.76,0,0,0,0,0
67,4,0,4.22,0.915,True,0,LIS14-11-24,PBG11294,5.322,0.538,15,4,1,16.3,0.58,40.626,49.566,58.928,-30,-40,-50,14.309,5.283,0.547,4.02,1.15,0,single_pore,0,0,131,,,0,15.28,1,15,-175,10.0,7,40054,12834,0,99.83,61.7,2.03,52888,0.0,0,4.74,0,0,0,45,0
68,1,3157,3.26,0.903,True,412,LIS14-11-24,PBG11294,5.554,0.554,15,1,1,16.352,0.61,40.721,49.592,58.789,-30,-40,-50,15.009,5.492,0.569,4.06,1.15,0,single_pore,0,21419,446,214.59,0.94,0,15.28,1,15,-175,10.03,7,23953,0,0,,,,48941,0.0,0,4.67,0,0,0,0,3757
68,2,604,3.8,0.907,True,5,LIS14-11-24,PBG11294,5.507,0.553,15,2,1,16.371,0.531,40.676,49.561,58.826,-30,-40,-50,14.744,5.509,0.559,4.05,1.15,0,single_pore,0,458,12271,214.09,1.04,0,15.28,1,15,-175,9.94,7,36038,0,0,,,,37105,0.0,0,4.81,2100,0,0,0,0
68,3,0,-1.02,0.007,False,0,LIS14-11-24,PBG11294,-0.127,0.44,15,0,0,-0.058,0.434,0.217,0.341,0.363,-30,-40,-50,-3.83,-0.147,0.437,3.29,94.2,0,zero,0,0,0,,,0,15.28,1,15,-175,3.26,7,0,0,0,,,,0,0.0,0,0.59,0,0,0,0,56189
68,4,0,0.19,0.007,False,0,LIS14-11-24,PBG11294,0.146,0.396,15,0,0,0.268,0.378,0.562,0.622,0.701,-30,-40,-50,49.848,0.142,0.388,3.36,83.03,0,zero,0,0,0,,,0,15.28,1,15,-175,3.32,7,0,0,0,,,,0,0.0,0,0.59,0,0,0,0,56449
69,1,2198,5.3,0.908,True,41,LIS14-11-24,PBG11294,5.964,0.442,15,2,1,16.776,0.497,40.998,49.809,59.15,-30,-40,-50,15.059,5.927,0.44,3.88,1.15,0,single_pore,0,6421,1143,214.64,1.0,0,15.28,1,15,-175,9.93,7,35973,0,0,,,,44633,0.0,0,4.18,4167,0,0,5278,18
69,2,0,3.86,0.912,True,68,LIS14-11-24,PBG11294,5.94,0.441,15,1,1,16.981,0.417,41.338,50.263,59.574,-30,-40,-50,15.258,5.831,0.454,3.99,1.14,0,single_pore,0,32375,98,213.22,0.85,0,15.28,1,15,-175,9.93,7,20010,0,0,,,,52453,0.0,0,4.63,0,0,0,6,309
69,3,0,38.16,1.276,False,93,LIS14-11-24,PBG11294,6.291,0.496,15,0,0,21.883,1.026,55.405,66.254,80.919,-30,-40,-50,12.541,5.981,0.465,4.94,0.88,6131,multiple,0,0,47237,,,0,15.28,1,15,-175,13.23,7,0,0,0,,,,0,0.0,0,4.07,0,0,0,124,0
69,4,0,1.4,0.005,False,0,LIS14-11-24,PBG11294,5.639,0.458,15,0,0,2.608,1.631,0.855,0.832,0.949,-30,-40,-50,67.48,0.152,0.371,3.07,67.73,0,zero,0,0,0,,,0,15.28,1,15,-175,3.08,7,0,0,0,,,,0,0.0,0,0.63,0,0,0,0,56235
70,1,0,-10.49,0.236,False,0,LIS14-11-24,PBG11294,2.248,0.447,15,0,0,4.369,0.997,9.31,12.197,14.035,-30,-40,-50,9.337,1.942,0.445,3.14,5.06,0,unavailable,0,0,0,,,0,15.28,1,15,-175,3.97,7,0,0,0,,,,0,0.0,0,1.93,35339,0,0,8020,0
70,2,847,3.78,0.906,True,139,LIS14-11-24,PBG11294,5.846,0.465,15,1,1,16.78,0.528,40.965,49.836,59.085,-30,-40,-50,15.138,5.703,0.455,4.95,1.18,0,single_pore,0,1387,757,213.88,0.98,0,15.28,1,15,-175,10.41,7,33481,0,0,,,,35854,0.0,0,5.53,9301,0,0,7191,0
70,3,2219,4.18,0.904,True,92,LIS14-11-24,PBG11294,5.286,0.48,15,3,1,16.161,0.574,40.288,49.115,58.36,-30,-40,-50,14.499,5.217,0.46,4.39,1.15,0,single_pore,0,12095,877,213.51,0.94,0,15.28,1,15,-175,10.15,7,34883,0,0,,,,49289,0.0,0,5.63,0,0,0,4384,0
70,4,3555,3.38,0.907,True,162,LIS14-11-24,PBG11294,5.699,0.465,15,2,1,16.696,0.502,40.977,49.879,59.119,-30,-40,-50,15.105,5.604,0.444,4.95,1.14,0,single_pore,0,6058,601,214.69,0.93,0,15.28,1,15,-175,10.43,7,42999,0,0,,,,52774,0.0,0,6.07,0,0,0,191,0
71,1,0,0.15,0.001,False,0,LIS14-11-24,PBG11294,-0.003,0.315,15,0,0,-0.016,0.313,-0.025,-0.039,-0.038,-30,-40,-50,-3.77,-0.004,0.317,0.01,-790.4,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,1.98,0,0,0,0,56165
71,2,0,0.09,0.002,False,0,LIS14-11-24,PBG11294,-0.048,0.313,15,0,0,-0.047,0.316,-0.069,-0.054,-0.03,-30,-40,-50,-65.698,-0.031,0.317,0.0,-3468.22,0,zero,0,0,0,,,0,15.28,1,15,-175,0.18,7,0,0,0,,,,0,0.0,0,1.5,0,0,0,0,52222
71,3,0,0.15,0.001,False,0,LIS14-11-24,PBG11294,-0.348,0.28,15,0,0,-0.36,0.292,-0.368,-0.388,-0.393,-30,-40,-50,233.571,-0.358,0.3,0.01,4532.43,0,zero,0,0,0,,,0,15.28,1,15,-175,0.17,7,0,0,0,,,,0,0.0,0,1.47,0,0,0,0,56269
71,4,0,-0.06,0.001,False,0,LIS14-11-24,PBG11294,-0.258,0.295,15,0,0,-0.248,0.291,-0.27,-0.272,-0.28,-30,-40,-50,449.286,-0.253,0.292,-0.01,1418.8,0,zero,0,0,0,,,0,15.28,1,15,-175,0.17,7,0,0,0,,,,0,0.0,0,1.58,0,0,0,0,56275
72,1,0,-0.48,0.001,False,0,LIS14-11-24,PBG11294,-0.087,0.443,15,0,0,-0.111,0.433,-0.122,-0.105,-0.136,-30,-40,-50,-4.855,-0.068,0.443,-0.0,1264.54,0,zero,0,0,0,,,0,15.28,1,15,-175,0.25,7,0,0,0,,,,0,0.0,0,1.42,0,0,0,0,56303
72,2,0,0.15,0.001,False,0,LIS14-11-24,PBG11294,-0.093,0.446,15,0,0,-0.117,0.444,-0.074,-0.09,-0.091,-30,-40,-50,39.396,-0.05,0.436,0.0,635.64,0,zero,0,0,0,,,0,15.28,1,15,-175,0.26,7,0,0,0,,,,0,0.0,0,1.3,0,0,0,0,52301
72,3,0,0.33,0.003,False,0,LIS14-11-24,PBG11294,-0.529,0.435,15,0,0,-0.586,0.444,-0.544,-0.591,-0.605,-30,-40,-50,133.262,-0.527,0.439,0.01,579.87,0,zero,0,0,0,,,0,15.28,1,15,-175,0.26,7,0,0,0,,,,0,0.0,0,1.51,0,0,0,0,56235
72,4,0,0.04,0.003,False,0,LIS14-11-24,PBG11294,-0.326,0.447,15,0,0,-0.366,0.446,-0.359,-0.387,-0.411,-30,-40,-50,108.041,-0.314,0.449,-0.02,1463.18,0,zero,0,0,0,,,0,15.28,1,15,-175,0.26,7,0,0,0,,,,0,0.0,0,1.56,0,0,0,0,56415
73,1,0,1.73,0.017,False,0,LIS14-11-24,PBG11294,-2.212,0.364,15,0,0,2.459,0.366,5.394,5.478,5.735,-30,-40,-50,259.018,-4.135,0.494,0.6,-6.47,0,unavailable,0,0,0,,,0,15.28,1,15,-175,1.68,7,0,0,0,,,,0,0.0,0,4.35,27875,0,0,8016,7905
73,2,357,6.72,0.897,True,30,LIS14-11-24,PBG11294,5.13,0.51,15,1,1,15.936,0.525,40.122,48.76,58.07,-30,-40,-50,14.559,5.075,0.496,4.97,1.16,0,single_pore,0,1109,79,211.16,0.89,0,15.28,1,15,-175,10.34,7,55818,0,0,,,,57314,0.0,0,5.72,0,0,0,0,0
73,3,0,0.13,0.002,False,0,LIS14-11-24,PBG11294,-0.65,0.322,15,0,0,-0.613,0.321,-0.54,-0.53,-0.507,-30,-40,-50,-342.916,-0.64,0.328,0.02,352.74,0,zero,0,0,0,,,0,15.28,1,15,-175,0.19,7,0,0,0,,,,0,0.0,0,2.76,0,0,0,0,52340
73,4,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
74,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
74,2,1642,-0.6,0.711,True,85,LIS14-11-24,PBG11294,6.148,0.471,15,1,1,15.593,0.738,36.857,43.997,51.077,-30,-40,-50,21.852,5.306,0.58,5.9,1.36,0,single_pore,0,11967,376,215.16,1.0,0,15.28,1,15,-175,9.76,7,12025,0,0,,,,25719,0.0,0,3.67,0,0,0,907,26987
74,3,0,49.14,2.83,False,0,LIS14-11-24,PBG11294,30.769,1.335,15,0,0,66.788,1.608,153.556,179.4,210.158,-30,-40,-50,23.808,27.759,1.023,9.29,-0.35,0,saturated,0,0,0,,,0,15.28,1,15,-175,31.98,7,0,0,0,,,,0,0.0,0,9.11,0,0,0,0,0
74,4,6318,5.69,0.911,True,70,LIS14-11-24,PBG11294,5.959,0.61,15,2,1,16.915,0.892,41.669,50.491,59.882,-30,-40,-50,15.635,5.796,0.59,6.17,1.14,0,single_pore,0,11349,410,215.25,0.98,0,15.28,1,15,-175,11.15,7,34997,0,0,,,,52734,0.0,0,4.46,0,0,0,0,0
75,1,0,,,False,0,LIS14-11-24,PBG11294,,,15,0,0,,,,,,-30,-40,-50,,,,,,0,saturated,0,0,0,,,0,15.28,1,15,-175,,7,0,0,0,,,,0,0.0,0,,0,0,0,0,0
75,2,3786,4.75,0.904,True,334,LIS14-11-24,PBG11294,5.61,0.472,15,2,1,16.339,0.505,40.429,49.23,58.506,-30,-40,-50,14.63,5.51,0.509,4.54,1.16,0,single_pore,0,5116,1030,212.67,1.08,0,15.28,1,15,-175,10.12,7,47981,0,0,,,,57217,0.0,0,6.19,0,0,0,4,0
75,3,0,5.25,0.902,True,0,LIS14-11-24,PBG11294,5.271,0.616,15,1,1,16.148,0.806,40.65,49.408,58.691,-30,-40,-50,14.952,5.232,0.608,5.3,1.14,0,single_pore,0,0,0,,,0,15.28,1,15,-175,10.63,7,32026,19737,0,99.15,61.1,1.84,51763,0.0,0,5.49,0,0,0,0,0
